rank,rank_change,app_name,publisher_name,biz_category_sub,value
1,,카트라이더 러쉬플러스,NEXON Company,운전/레이싱게임,-1.08
2,,Among Us,Innersloth LLC,액션게임,-5.44
3,,브롤스타즈,Supercell,액션게임,2.01
4,,피망 뉴맞고: 고스톱 대표 맞고 게임,NEOWIZ corp,카지노게임,-0.11
5,,ROBLOX,Roblox Corporation,어드벤처게임,1.53
6,,배틀그라운드,"KRAFTON, Inc.",슈팅게임,0.67
7,12.0,리그 오브 레전드: 와일드 리프트,"Riot Games, Inc",전략게임,115.51
8,-1.0,전략적 팀 전투: 리그 오브 레전드 전략 게임,"Riot Games, Inc",전략게임,-2.5
9,-1.0,Pokémon GO,"Niantic, Inc.",어드벤처게임,2.61
10,-1.0,Minecraft,Mojang,액션게임,4.36
11,-1.0,클래시 로얄,Supercell,전략게임,0.73
12,-1.0,애니팡4,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,0.94
13,-1.0,한게임 신맞고 : 대한민국 원조 고스톱,NHN PixelCube Corp.,카지노게임,-0.4
14,-1.0,꿈의 집 (Homescapes),Playrix,캐주얼게임,-0.11
15,1.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,아케이드게임,8.07
16,-1.0,클래시 오브 클랜,Supercell,전략게임,0.27
17,-3.0,꿈의 정원 (Gardenscapes),Playrix,캐주얼게임,-1.48
18,-1.0,LoL+,"Riot Games, Inc",게임커뮤니티,2.69
19,1.0,프렌즈팝콘,Kakao Games Corp.,퍼즐/퀴즈게임,1.85
20,-2.0,캔디크러쉬사가,King,캐주얼게임,-0.26
21,,애니팡2,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.57
22,1.0,무한의 계단,NFLY STUDIO,아케이드게임,3.37
23,3.0,좀비고등학교,AWESOMEPIECE,아케이드게임,23.59
24,-2.0,애니팡3,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.8
25,-1.0,프렌즈팝,Kakao Games Corp.,퍼즐/퀴즈게임,-0.94
26,-1.0,S.O.S: 스테이트 오브 서바이벌 x 더 워킹 데드,KingsGroup Holdings,전략게임,0.62
27,,랜덤 다이스(Random Dice): PvP 디펜스,111%,전략게임,-0.64
28,4.0,고스트헌터 - 퇴마사키우기,DAERISOFT,어드벤처게임,4.14
29,1.0,"피망 포커: 카지노 로얄 (7포커, 로우바둑이, 하이로우)",NEOWIZ corp,카지노게임,-1.22
30,-1.0,가디언 테일즈,Kakao Games Corp.,롤플레잉게임,-4.85
31,,애니팡 사천성,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.54
32,1.0,애니팡 맞고,PLAYLINKS Corp.,카지노게임,-0.76
33,-5.0,원신,miHoYo Limited,어드벤처게임,-13.0
34,1.0,캔디크러쉬소다,King,캐주얼게임,-0.41
35,1.0,Rummikub,Kinkajoo,보드게임,0.66
36,-2.0,바람의나라: 연,NEXON Company,롤플레잉게임,-11.95
37,4.0,AFK 아레나,LilithGames,롤플레잉게임,6.79
38,1.0,한게임 포커,NHN BIGFOOT,카지노게임,-2.26
39,4.0,리니지M,NCSOFT,롤플레잉게임,7.56
40,,궁수의 전설,Habby,액션게임,-0.5
41,-3.0,메이플스토리M,NEXON Company,롤플레잉게임,-6.0
42,-5.0,머지 스네이크(Merge Snake!),"Wuhan Weipai Network Technology Co., Ltd.",캐주얼게임,-8.91
43,-1.0,프렌즈타운,Kakao Games Corp.,퍼즐/퀴즈게임,-4.22
44,1.0,워드퍼즐 - 단어 게임! 재미있는 무료 단어 퍼즐,Kerun Games,퍼즐/퀴즈게임,-4.25
45,-1.0,모두의마블,Netmarble,보드게임,-5.86
46,0.0,샤이닝니키,Papergames,,
47,-1.0,위 베어 베어스 더 퍼즐,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.76
48,-1.0,맞고의 신 : 카카오 공식 무료 고스톱,"Wemade Max Co., Ltd.",카지노게임,1.15
49,1.0,Toy Blast - 토이 블라스트,Peak,퍼즐/퀴즈게임,3.61
50,-2.0,장기,게임 스튜디오 모노몹,보드게임,-0.29
51,-2.0,냥코 대전쟁,PONOS Corporation,캐주얼게임,-3.18
52,,애니팡,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-0.39
53,-2.0,로드 오브 히어로즈,CloverGames,롤플레잉게임,-2.72
54,1.0,하스스톤,"Blizzard Entertainment, Inc.",카드게임,3.9
55,-2.0,세븐나이츠,Netmarble,롤플레잉게임,-4.27
56,1.0,고스트워 : 캐주얼 배틀 아레나,RHAON,전략게임,0.12
57,-1.0,토킹톰 골드런,Outfit7 Limited,액션게임,-1.68
58,,피망 섯다,NEOWIZ corp,카지노게임,1.2
59,1.0,피쉬돔 (Fishdom),Playrix,퍼즐/퀴즈게임,-0.8
60,-1.0,콜 오브 듀티: 모바일,PROXIMA BETA,액션게임,-4.06
61,1.0,스도쿠 - 무료 두뇌훈련 스도쿠 퍼즐,Easybrain,보드게임,0.9
62,-1.0,고스톱 PLUS (무료 맞고 게임),BUZZPOWDER,카지노게임,-0.56
63,,꿈의 마을 (Township),Playrix,캐주얼게임,-1.74
64,,드래곤 플라이트,LINE Games,아케이드게임,-0.4
65,1.0,3D운전교실,John 3:16,시뮬레이션게임,1.38
66,9.0,프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉게임,10.38
67,-13.0,용비불패M,VALOFE,액션게임,-19.37
68,2.0,라이즈 오브 킹덤즈,LilithGames,전략게임,2.9
69,,"Happy Color – 컬러링북, 숫자 색칠 게임",X-Flow,유아교육,-1.05
70,1.0,마피아42,TEAM42,전략게임,0.15
71,5.0,Soul Knight,ChillyRoom,액션게임,3.32
72,-5.0,"Brain Out – 넌센스 마스터, 두뇌 트레이닝",Focus apps,퍼즐/퀴즈게임,-4.75
73,,상하이 애니팡,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-1.28
74,-2.0,행복의 저택,"Magic Tavern, Inc.",퍼즐/퀴즈게임,-2.56
75,-1.0,Toon Blast,Peak,퍼즐/퀴즈게임,-1.56
76,-11.0,일루전 커넥트,ChangYou,롤플레잉게임,-12.28
77,-9.0,모바일 레전드: Bang Bang,Moonton,슈팅게임,-6.67
78,9.0,Rider,Ketchapp,아케이드게임,10.03
79,2.0,아이러브니키,Kakao Games Corp.,시뮬레이션게임,5.19
80,-2.0,블록 퍼즐 보석,hua weiwei,퍼즐/퀴즈게임,0.56
81,3.0,라스트오리진,SmartJoy,,6.57
82,-5.0,단어호감 - 무료 워드 게임! 재미있는 퍼즐 게임,Kerun Games,퍼즐/퀴즈게임,-2.23
83,-4.0,한게임 섯다,NHN BIGFOOT,카지노게임,-1.08
84,-2.0,프렌즈사천성,Kakao Games Corp.,퍼즐/퀴즈게임,0.96
85,14.0,뱅드림! 걸즈 밴드 파티!,Kakao Games Corp.,리듬/타일게임,18.84
86,-6.0,그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉게임,-5.18
87,-4.0,스누피 틀린그림찾기,"SUNDAYTOZ, INC",퍼즐/퀴즈게임,-2.32
88,-3.0,쿠키런 for Kakao,Devsisters Corporation,어드벤처게임,-0.08
89,19.0,킹갓캐슬,AWESOMEPIECE,전략게임,24.21
90,24.0,조이느 클래시 3D,Supersonic Studios LTD,아케이드게임,31.39
91,-1.0,슈퍼펭귄 (Super Penguins),Supersolid,액션게임,1.52
92,-4.0,검은사막 모바일,PEARL ABYSS,롤플레잉게임,-3.0
93,-2.0,피망 뉴맞고: 카카오맞고 1등 고스톱,NEOWIZ corp,카지노게임,-0.04
94,-5.0,Tile Master,Higgs Studio,보드게임,-3.3
95,5.0,스와이프 벽돌깨기 - no.1 벽돌깨기 게임,Nine Games,아케이드게임,7.45
96,1.0,지오메트리 대시 라이트 (Geometry Dash L),RobTop Games,아케이드게임,5.7
97,-5.0,아이러브커피,PATIGames Corp.,캐주얼게임,-0.47
98,-2.0,리니지2M,NCSOFT,롤플레잉게임,3.85
99,-13.0,Nonogram.com(피크로스) - 픽처 크로스 퍼즐 게임,Easybrain,퍼즐/퀴즈게임,-10.63
100,3.0,명일방주,Yostar Limited.,전략게임,5.83
101,3.0,1010!,Gram Games Limited,퍼즐/퀴즈게임,5.03
102,-7.0,기적의 검,4399 KOREA,롤플레잉게임,-0.24
103,-5.0,제5인격,X.D. Global,어드벤처게임,0.98
104,-3.0,Tiles Hop: EDM Rush!,AMANOTES PTE LTD,리듬/타일게임,0.88
