rank,rank_change,app_name,publisher_name,google_rank,apple_rank,onestore_rank
1,,리니지W,NCSOFT,1.0,6.0,
2,,리니지M,NCSOFT,3.0,2.0,
3,1.0,오딘: 발할라 라이징,Kakao Games Corp.,2.0,5.0,
4,-1.0,던전앤파이터 모바일,NEXON Company,4.0,1.0,
5,,히어로즈 테일즈,37 Mobile Games,6.0,11.0,2.0
6,,FIFA ONLINE 4 M by EA SPORTS™,NEXON Company,10.0,3.0,1.0
7,,리니지2M,NCSOFT,5.0,8.0,
8,1.0,뮤오리진3,Webzen Inc.,7.0,24.0,
9,2.0,블레이드&소울 레볼루션,Netmarble,8.0,29.0,
10,-2.0,라이즈 오브 킹덤즈,LilithGames,9.0,14.0,
11,26.0,원신,COGNOSPHERE PTE. LTD.,13.0,4.0,
12,,퍼즐 오브 Z,"BLANCOZONE NETWORK CO., LIMITED",15.0,42.0,5.0
13,1.0,기적의 검,4399 KOREA,12.0,27.0,18.0
14,4.0,쿠키런: 킹덤,Devsisters Corporation,17.0,7.0,26.0
15,-5.0,Roblox,Roblox Corporation,11.0,79.0,
16,-1.0,바람의나라: 연,NEXON Company,54.0,13.0,4.0
17,4.0,블레이드&소울2,NCSOFT,14.0,54.0,
18,18.0,블루 아카이브,NEXON Company,96.0,32.0,3.0
19,1.0,데몬헌터-Demon Hunter,Eskyfun Entertainment,19.0,72.0,23.0
20,12.0,R2M,Webzen Inc.,16.0,118.0,
21,-5.0,리니지2 레볼루션,Netmarble,18.0,63.0,
22,4.0,한게임 포커,NHN BIGFOOT,24.0,37.0,30.0
23,4.0,피파모바일,NEXON Company,25.0,12.0,
24,-7.0,신의 탑M: 위대한 여정,NGELGAMES,20.0,38.0,
25,24.0,쿠키런: 오븐브레이크 - 쿠키들의 러닝 게임!,Devsisters Corporation,26.0,16.0,62.0
26,8.0,Top War: Battle Game,Topwar Studio,23.0,23.0,
27,-14.0,붕괴3rd,miHoYo Limited,22.0,47.0,
28,3.0,엠파이어 & 퍼즐 (Empires & Puzzles),Small Giant Games,21.0,56.0,
29,-7.0,프로젝트 세카이 컬러풀 스테이지! feat.하츠네 미쿠,Nuverse,28.0,20.0,76.0
30,-1.0,서머너즈 워: 천공의 아레나,Com2uS,27.0,25.0,
31,-3.0,삼국지 전략판,Qookka Games,56.0,15.0,9.0
32,-9.0,카트라이더 러쉬플러스,NEXON Company,32.0,10.0,
33,-14.0,제2의 나라: Cross Worlds,Netmarble,29.0,21.0,
34,-9.0,2X,JOYGAME KOREA,30.0,,32.0
35,5.0,에보니 - 왕의 귀환,TG Inc.,67.0,99.0,7.0
36,2.0,S.O.S: 스테이트 오브 서바이벌,FunPlus International,50.0,64.0,10.0
37,15.0,에픽세븐,Smilegate Megaport,31.0,51.0,
38,67.0,삼국지M,Efun Company,238.0,62.0,6.0
39,2.0,에이지 오브 제트: 타워 디펜스,CamelStudio,57.0,45.0,12.0
40,-16.0,배틀그라운드,"KRAFTON, Inc.",35.0,31.0,
41,-8.0,꿈의 정원 (Gardenscapes),Playrix,34.0,34.0,
42,,미르4,"Wemade Co., Ltd",112.0,119.0,8.0
43,51.0,뮤 아크엔젤,Webzen Inc.,33.0,97.0,
44,-9.0,꿈의 집 (Homescapes),Playrix,39.0,22.0,197.0
45,39.0,일곱 개의 대죄: GRAND CROSS,Netmarble,36.0,35.0,
46,15.0,Pokémon GO,"Niantic, Inc.",48.0,17.0,
47,8.0,"피망 포커: 카지노 로얄(7포커,로우바둑이,하이로우)",NEOWIZ corp,41.0,52.0,46.0
48,-9.0,메이플스토리M,NEXON Company,52.0,19.0,
49,-1.0,캔디크러쉬사가,King,37.0,50.0,
50,21.0,라그나로크 오리진,"GRAVITY Co., Ltd.",139.0,44.0,11.0
51,-21.0,앙상블스타즈!!,HappyElements,45.0,26.0,
52,130.0,합성소녀,Gamepub,43.0,127.0,37.0
53,4.0,한게임 섯다&맞고,NHN BIGFOOT,80.0,28.0,21.0
54,0.0,디아블로 이모탈,"Blizzard Entertainment, Inc.",95.0,9.0,
55,33.0,라이프애프터,X.D. Global,38.0,66.0,
56,-5.0,갑부: 장사의 시대,BLANCOZONE NETWORK KOREA,86.0,101.0,14.0
57,1.0,라이즈 오브 엠파이어,Long Tech Network Limited,62.0,88.0,19.0
58,-14.0,DC 월드 콜라이드,Nuverse,40.0,58.0,
59,-13.0,V4,NEXON Company,47.0,40.0,
60,-7.0,킹덤삼국,BLANCOZONE KR,65.0,73.0,29.0
61,-7.0,건쉽배틀 토탈워페어,JOYCITY Corp.,72.0,93.0,20.0
62,6.0,아르미스,Netease Games Global,89.0,57.0,22.0
63,1.0,한게임포커 클래식 with PC,NHN Corp.,44.0,,91.0
64,-21.0,랑그릿사,ZlongGames,46.0,103.0,
65,53.0,A3: 스틸얼라이브,Netmarble,42.0,132.0,
66,10.0,궁3D,WISH INTERACTIVE TECHNOLOGY LIMITED,121.0,75.0,16.0
67,-22.0,컴투스프로야구2022,Com2uS,76.0,70.0,38.0
68,-2.0,만신 : 실시간 방치형 RPG,CHAPLIN GAME CO. LTD,77.0,,31.0
