,column-1,column-1 2,column-3,column-4,column-5
29,30,(+2),스타크래프트: 브루드 워,블리자드 엔터테인먼트,RTS
30,31,(-),몬스터헌터 월드,"CAPCOM CO., LTD.",액션
31,32,(-4),월드 오브 워크래프트,블리자드,롤플레잉
0,1,(-),로스트아크,스마일게이트 STOVE,MMORPG
1,2,(-),리그 오브 레전드,라이엇 게임즈,AOS
2,3,(-),메이플스토리,넥슨 코리아,롤플레잉
3,4,(-),피파온라인4,NEXON COMPANY,스포츠
4,5,(-),카트라이더,NEXON COMPANY,스포츠
5,6,(-),배틀그라운드,"KAKAO GAMES CORP., PUBG",FPS
6,7,(-),던전앤파이터,넥슨 코리아,액션
7,8,(-),서든어택,넥슨 코리아,FPS
8,9,(+3),마인크래프트,모장,어드벤처
