,column-1,column-1 2,column-2,column-3,column-4
14,15,(-1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
15,16,(-1),리니지,㈜엔씨소프트,MMORPG
16,17,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
17,18,(+2),블레이드앤소울,㈜엔씨소프트,MMORPG
18,19,(+2),마비노기,㈜넥슨코리아,MMORPG
19,20,(-1),검은사막,㈜펄어비스,MMORPG
20,21,(-3),하이퍼 스케이프,유비소프트㈜,FPS 배틀로얄
21,22,(+1),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
22,23,(+7),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
23,24,(-2),패스 오브 엑자일,㈜카카오게임즈,ARPG
24,25,(-),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
25,26,(-),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
26,27,(-),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
27,28,(-4),마비노기 영웅전,㈜넥슨코리아,액션 RPG
28,29,(-1),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
29,30,(-1),테라,㈜넥슨코리아,MMORPG
30,31,(-),파이널 판타지 14,㈜액토즈소프트,MMORPG
31,32,(+1),클로저스,㈜넥슨코리아,벨트 스크롤 액션
32,33,(+1),하스스톤,블리자드 엔터테인먼트,CCG
33,34,(+2),리니지2,㈜엔씨소프트,MMORPG
34,35,(-),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
35,36,(-4),마구마구,넷마블㈜,스포츠
36,37,(-),스페셜포스,㈜드래곤플라이,FPS
37,38,(+1),로스트사가,㈜위메이드,액션
38,39,(-1),소울워커,㈜스마일게이트메가포트,액션 RPG
39,40,(NEW),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
3,4,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
4,5,(+1),카트라이더,㈜넥슨코리아,레이싱
5,6,(-1),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
6,7,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
7,8,(+1),마인크래프트,엑스박스 게임 스튜디오,샌드박스
8,9,(+1),서든어택,㈜넥슨코리아,FPS
9,10,(-2),바람의나라,㈜넥슨코리아,MMORPG
10,11,(+1),사이퍼즈,㈜넥슨코리아,액션
11,12,(-1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
12,13,(-),발로란트,라이엇 게임즈,FPS
13,14,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
14,15,(+1),리니지,㈜엔씨소프트,MMORPG
15,16,(-1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
16,17,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
17,18,(+2),검은사막,㈜펄어비스,MMORPG
18,19,(-),마비노기,㈜넥슨코리아,MMORPG
19,20,(-2),블레이드앤소울,㈜엔씨소프트,MMORPG
20,21,(+1),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
21,22,(+3),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
22,23,(+3),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
23,24,(-),패스 오브 엑자일,㈜카카오게임즈,ARPG
24,25,(+2),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
25,26,(-5),하이퍼 스케이프,유비소프트㈜,FPS 배틀로얄
26,27,(+1),마비노기 영웅전,㈜넥슨코리아,액션 RPG
27,28,(-5),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
28,29,(-),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
29,30,(+1),파이널 판타지 14,㈜액토즈소프트,MMORPG
30,31,(-1),테라,㈜넥슨코리아,MMORPG
31,32,(+1),하스스톤,블리자드 엔터테인먼트,CCG
32,33,(-1),클로저스,㈜넥슨코리아,벨트 스크롤 액션
33,34,(-),리니지2,㈜엔씨소프트,MMORPG
34,35,(-),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
35,36,(+1),스페셜포스,㈜드래곤플라이,FPS
36,37,(+1),로스트사가,㈜위메이드,액션
37,38,(+1),소울워커,㈜스마일게이트메가포트,액션 RPG
38,39,(+1),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
39,40,(-4),마구마구,넷마블㈜,스포츠
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
3,4,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
4,5,(+1),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
5,6,(-1),카트라이더,㈜넥슨코리아,레이싱
6,7,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
7,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
8,9,(-),서든어택,㈜넥슨코리아,FPS
9,10,(+1),사이퍼즈,㈜넥슨코리아,액션
10,11,(+1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
11,12,(+1),발로란트,라이엇 게임즈,FPS
12,13,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
13,14,(-4),바람의나라,㈜넥슨코리아,MMORPG
14,15,(+1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
15,16,(-1),리니지,㈜엔씨소프트,MMORPG
16,17,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
17,18,(-),검은사막,㈜펄어비스,MMORPG
18,19,(+1),블레이드앤소울,㈜엔씨소프트,MMORPG
19,20,(-1),마비노기,㈜넥슨코리아,MMORPG
20,21,(+1),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
21,22,(-1),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
22,23,(-),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
23,24,(+1),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
24,25,(-1),패스 오브 엑자일,㈜카카오게임즈,ARPG
25,26,(+2),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
26,27,(-),마비노기 영웅전,㈜넥슨코리아,액션 RPG
27,28,(+2),파이널 판타지 14,㈜액토즈소프트,MMORPG
28,29,(-3),하이퍼 스케이프,유비소프트㈜,FPS 배틀로얄
29,30,(+1),테라,㈜넥슨코리아,MMORPG
30,31,(-2),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
31,32,(+7),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
32,33,(-1),하스스톤,블리자드 엔터테인먼트,CCG
33,34,(-),리니지2,㈜엔씨소프트,MMORPG
34,35,(-),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
35,36,(-),스페셜포스,㈜드래곤플라이,FPS
36,37,(-4),클로저스,㈜넥슨코리아,벨트 스크롤 액션
37,38,(-1),로스트사가,㈜위메이드,액션
38,39,(-1),소울워커,㈜스마일게이트메가포트,액션 RPG
39,40,(NEW),R2,(주)웹젠,MMORPG
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
3,4,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
4,5,(+1),카트라이더,㈜넥슨코리아,레이싱
5,6,(+1),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
6,7,(-2),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
7,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
8,9,(-),서든어택,㈜넥슨코리아,FPS
9,10,(-),사이퍼즈,㈜넥슨코리아,액션
10,11,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
11,12,(+1),아키에이지,㈜엑스엘게임즈,판타지 RPG
12,13,(-1),발로란트,라이엇 게임즈,FPS
13,14,(+1),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
14,15,(+1),리니지,㈜엔씨소프트,MMORPG
15,16,(-2),바람의나라,㈜넥슨코리아,MMORPG
16,17,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
17,18,(-),검은사막,㈜펄어비스,MMORPG
18,19,(+1),마비노기,㈜넥슨코리아,MMORPG
19,20,(+1),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
20,21,(-2),블레이드앤소울,㈜엔씨소프트,MMORPG
21,22,(-),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
22,23,(-),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
23,24,(-),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
24,25,(+3),파이널 판타지 14,㈜액토즈소프트,MMORPG
25,26,(-),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
26,27,(-2),패스 오브 엑자일,㈜카카오게임즈,ARPG
27,28,(-1),마비노기 영웅전,㈜넥슨코리아,액션 RPG
28,29,(+1),테라,㈜넥슨코리아,MMORPG
29,30,(-1),하이퍼 스케이프,유비소프트㈜,FPS 배틀로얄
30,31,(-),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
31,32,(-),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
32,33,(+3),스페셜포스,㈜드래곤플라이,FPS
33,34,(-),리니지2,㈜엔씨소프트,MMORPG
34,35,(-),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
35,36,(-3),하스스톤,블리자드 엔터테인먼트,CCG
36,37,(+1),로스트사가,㈜위메이드,액션
37,38,(-1),클로저스,㈜넥슨코리아,벨트 스크롤 액션
38,39,(-),소울워커,㈜스마일게이트메가포트,액션 RPG
39,40,(-),R2,㈜웹젠,MMORPG
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(-),피파온라인4,㈜넥슨코리아,스포츠
2,3,(-),메이플스토리,㈜넥슨코리아,MMORPG
3,4,(+2),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
4,5,(-1),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
5,6,(-1),카트라이더,㈜넥슨코리아,레이싱
6,7,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
7,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
8,9,(-),서든어택,㈜넥슨코리아,FPS
9,10,(+1),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
10,11,(+3),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
11,12,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
12,13,(-),발로란트,라이엇 게임즈,FPS
13,14,(+1),리니지,㈜엔씨소프트,MMORPG
14,15,(-5),사이퍼즈,㈜넥슨코리아,액션
15,16,(-),바람의나라,㈜넥슨코리아,MMORPG
16,17,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
17,18,(-),검은사막,㈜펄어비스,MMORPG
18,19,(+2),블레이드앤소울,㈜엔씨소프트,MMORPG
19,20,(-1),마비노기,㈜넥슨코리아,MMORPG
20,21,(+1),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
21,22,(-2),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
22,23,(-),크레이지 아케이드 비엔비,㈜넥슨코리아,아케이드
23,24,(-),엘소드,㈜넥슨코리아,횡스크롤 액션 MMORPG
24,25,(-),파이널 판타지 14,㈜액토즈소프트,MMORPG
25,26,(-),스타크래프트: 브루드 워,블리자드 엔터테인먼트 코리아,RTS
26,27,(-),패스 오브 엑자일,㈜카카오게임즈,ARPG
27,28,(-),마비노기 영웅전,㈜넥슨코리아,액션 RPG
28,29,(-),테라,㈜넥슨코리아,MMORPG
29,30,(+2),포트나이트,에픽게임즈,빌딩 서바이벌 배틀로얄
30,31,(-),라테일,㈜액토즈소프트,횡스크롤 액션 MMORPG
31,32,(+1),스페셜포스,㈜드래곤플라이,FPS
32,33,(+1),리니지2,㈜엔씨소프트,MMORPG
33,34,(-4),하이퍼 스케이프,유비소프트㈜,FPS 배틀로얄
34,35,(-),디아블로3,블리자드 엔터테인먼트 코리아,롤플레잉
35,36,(-),하스스톤,블리자드 엔터테인먼트,CCG
36,37,(-),로스트사가,㈜위메이드,액션
37,38,(+1),소울워커,㈜스마일게이트메가포트,액션 RPG
38,39,(-1),클로저스,㈜넥슨코리아,벨트 스크롤 액션
39,40,(NEW),테일즈위버,㈜넥슨코리아,드라마틱 온라인 액션 RPG
0,1,(-),리그 오브 레전드,라이엇 게임즈,MOBA
1,2,(+1),메이플스토리,㈜넥슨코리아,MMORPG
2,3,(-1),피파온라인4,㈜넥슨코리아,스포츠
3,4,(-),던전앤파이터,㈜넥슨코리아,벨트 스크롤 액션 RPG
4,5,(-),로스트아크,㈜스마일게이트알피지,핵앤슬래시 MMORPG
5,6,(-),카트라이더,㈜넥슨코리아,레이싱
6,7,(-),배틀그라운드,"펍지주식회사, 카카오게임즈",서바이벌 슈팅
7,8,(-),마인크래프트,엑스박스 게임 스튜디오,샌드박스
8,9,(-),서든어택,㈜넥슨코리아,FPS
9,10,(-),천하제일상 거상,㈜에이케이인터렉티브,MMORPG
10,11,(-),오버워치,블리자드 엔터테인먼트,팀 기반 슈팅
11,12,(-),아키에이지,㈜엑스엘게임즈,판타지 RPG
12,13,(-),발로란트,라이엇 게임즈,FPS
13,14,(-),리니지,㈜엔씨소프트,MMORPG
14,15,(-),사이퍼즈,㈜넥슨코리아,액션
15,16,(-),바람의나라,㈜넥슨코리아,MMORPG
16,17,(-),테일즈런너,㈜스마일게이트메가포트,레이싱
17,18,(-),검은사막,㈜펄어비스,MMORPG
18,19,(-),블레이드앤소울,㈜엔씨소프트,MMORPG
19,20,(-),마비노기,㈜넥슨코리아,MMORPG
20,21,(-),아이온: 영원의 탑,㈜엔씨소프트,MMORPG
21,22,(+5),패스 오브 엑자일,㈜카카오게임즈,ARPG
22,23,(-1),월드 오브 워크래프트,블리자드 엔터테인먼트 코리아,MMORPG
